School,Email,Region,City,Phone,Website,Source,Notes
"Casa dei bambini, Scuola Primaria, Scuola secondaria di 1° grado - ICS Nardi (Statale)",apic82300c@istruzione.it,Fermo,Porto San Giorgio,0734676024,https://iscnardi.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Casa dei bambini- (Statale) - Plesso scuola dell'infanzia l'Aquilone di Castelferretti,anic82400n@istruzione.it,Ancona,Falconara Marittima,071910576,https://www.istitutocomprensivoraffaellosanzio.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Centro per l' infanzia ""La carica dei 101"" (privato)",info@lacaricadei101.net,Macerata,Macerata,3474091157 - 0733261346,https://infanzia101.webnode.it/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Educazione primaria bilingue Montessori Farm ""Flaminia Guidi"" (Privata)",info@montessoriinpratica.it,Roma,Roma,3388186606,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Ghirigoro Il nido dei bimbi (Privata),michela.crismani@ghirigoro.it,Udine,Udine,3938958623,https://www.asilonidoudine.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
I.C. Marconi Sacchetti Sassetti (Statale),riic822006@istruzione.it,Rieti,Rieti,0746201195,https://www.icmarconisacchettisassetti.it,Opera Nazionale Montessori - Trova Scuola registry,statale
IC ''Centro storico Pestalozzi'' Plesso Vittorio Veneto - Scuola Primaria (Statale),fiic839003@istruzione.it,Firenze,Firenze,0552341337,htpps://www.centrostoricopestalozzi.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
IC di Montegrotto Terme Primaria (Statale),pdic866008@istruzione.it,PD,Montegrotto Terme,049793487,https://www.icmontegrotto.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"IC Montessori - Maria Clotilde Pini - Casa dei bambini, Primaria e Secondaria di primo grado (Statale)",rmic8g900l@istruzione.it,Roma,Roma,0686208392,https://www.viicircolomontessori.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
IC Pergine 2 C. Freinet (Statale),fir.freinet@scuole.provincia.tn.it,TN,Pergine Valsugana,0461512312,https://www.pergine2.it,Opera Nazionale Montessori - Trova Scuola registry,statale
IC Rovereto Est (Statale),segr.ic.roveretoest@scuole.provincia.tn.it,Trento,Rovereto,04644333709,https://www.roveretoest.it,Opera Nazionale Montessori - Trova Scuola registry,statale
IC Vicchio (STATALE),fiic81500e@istruzione.it,Firenze,Vicchio,055844254,https://www.icvicchio.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Il Nido Blu - Cooperativa Sociale San Saturnino (Privata),ilnidoblu@coopsansaturnino.org,Roma,Roma,3458103115,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Istituto comprensivo paritario “International Montessori Institute” Nido (privato),info@montessoriinstitute.it,Napoli,Pompei,08119327315,https://www.montessorinstitute.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Istituto Comprensivo San Lucido (Statale),csic84100c@istruzione.it,Cosenza,San Lucido,098281056,,Opera Nazionale Montessori - Trova Scuola registry,statale
Istituto Comprensivo Statale Luigi Pirandello (Statale),cinzia.biagini@istruzione.it,PU,Pesaro,,,Opera Nazionale Montessori - Trova Scuola registry,statale
Istituto Comprensivo “A.B. Sabin” (Statale),miic8bk00l@istruzione.it,MI,Segrate,,https://www.icsabin.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Istituto Comprensivo “Rita Levi Montalcini”,tvic883004@istruzione.it,,Montebelluna,042322284,,Opera Nazionale Montessori - Trova Scuola registry,
"Lecce Micronido d'infanzia ""Oxford"" - Casa dei bambini ""Maria Montessori"" - Scuola Primaria Bilingue (Paritaria)",materna@oxfordiamo.com,Lecce,Lecce,0832390312,https://www.oxfordgrouplecce.it/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Loc. San Polo - Scuola primaria “Don Lorenzo Milani” (Statale),fiic826001@istruzione.it,Firenze,Loc. San Polo Greve in Chianti,055855084,https://www.comprensivogreve.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Micronido e Casa dei bambini - La margherita – La casa operosa (APS Montessori) (Privata),info@lacasaoperosa.it,Roma,Roma,3470166768,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Micronido Montessori (in convenzione con Roma Capitale),micronidomontessori@gmail.com,Roma,Roma,0644235477,https://www.instagram.com/micronido_montessori_roma,Opera Nazionale Montessori - Trova Scuola registry,
"Micronido Montessori bilingue ""I Cuccioli"" (Privato)",contatti@asilonidocuccioli.com,Varese,Sesto Calende,3475419701,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Micronido Primi Sorrisi snc di Taverni Sena e Strada Domenica Paola,primisorrisi@virgilio.it,MI,Pregnana Milanese,3204574807,https://www.nidoprimisorrisi.it/,Opera Nazionale Montessori - Trova Scuola registry,
"Monteroni di Lecce Casa dei bambini - I.C. ""Polo 1"" (Statale)",leic84100r@istruzione.it,Lecce,Monteroni di Lecce,0832327084,https://www.comprensivoprimopolomonteroni.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Montessori Visco Primaria (Privata),arting.aps@gmail.com,Udine,Visco,3929580689,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido ""Kindergarten Dragonetti"" (Privato)",info@kindergartendragonetti.it,Barletta Andria Trani,Trani,3938939884,https://www.kindergartendragonetti.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido ""La casetta magica Srl"" (Privato)",casettamagicasrl@gmail.com,Potenza,Potenza,0971309290,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido ""Le Capriole"" (Privata)",nidolecapriole@gmail.com,Trento,Trento,3405632836,https://www.facebook.com/nidolecapriole2016,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido (Comunale),NOT_FOUND,Ancona,Chiaravalle,0717451547,,Opera Nazionale Montessori - Trova Scuola registry,
Nido (comunale) - Nidotondo,asilonido@comune.recanati.mc.it,Macerata,Recanati,0717576037,https://servizisociali@comune.recanati.mc.it,Opera Nazionale Montessori - Trova Scuola registry,
"Nido (Comunale), Casa dei bambini e Primaria (Private) ""Scuola Internazionale Montessori Nerina Noè""",info@montessorinternazionale.it,Roma,Roma,065037101,https://www.montessorinternazionale.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido (Privata) Casa dei bambini, Primaria e secondaria di primo grado ""Giuseppe Bedetti"" (Paritaria)",segreteria@montessori.co.it,Como,Como,031571235,https://www.montessori.co.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido (Privata) e Casa dei bambini (Paritaria) Istituto Montessori Pozzuoli,montessorischoolpozzuoli@gmail.com,Napoli,Pozzuoli,3939748210,https://www.montessoripozzuoli.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido (Privata), Casa dei bambini e Primaria ""Paolina Poggi"" (Paritarie)",scuolapaolinapoggi@tiscali.it,Roma,Mentana,069093244,https://www.scuolapaolinapoggi.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido (Privato) - Oasis Mascherona,mascherona.oasis@gmail.com,Genova,Genova,0102469009,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido (Privato) - Oasis Montebruno,montebruno.oasis@gmail.com,Genova,Genova,0103623852,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido (Privato) e Casa dei bambini (Paritaria) - Complesso Scolastico Cardinal Ragonesi,info@cardinalragonesi.it,Viterbo,Viterbo,07611891380,https://www.cardinalragonesi.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido (Privato), Casa dei bambini e Primaria, Scuola Secondaria di 1° grado Maria Montessori (Paritarie)",info.montessori@acof.it,Varese,Castellanza,0331504640,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido Angolo Montessori (Privato),angolomontessori@gmail.com,Catanzaro,Catanzaro,3396265274,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido Arca dei bimbi,NOT_FOUND,Ancona,Osimo,0719307032c,,Opera Nazionale Montessori - Trova Scuola registry,
Nido Centro infanzia Montessori (Privato),info@micronidomontessori.it,Venezia,San Donà di Piave,3465011601,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido Collefiorito,NOT_FOUND,Ancona,Osimo,0719307031,,Opera Nazionale Montessori - Trova Scuola registry,
Nido d'infanzia Zero3,NOT_FOUND,Ancona,Castelplanio,0731812090,,Opera Nazionale Montessori - Trova Scuola registry,
Nido d’Infanzia: “Aquilone”,aquilone@virtuscoop.it,AN,Falconara Marittima,0719188056,,Opera Nazionale Montessori - Trova Scuola registry,
"Nido e Casa dei bambini ""Il Girasole"" scuola bilingue italiano-LIS (Privata)",info@nidogirasole.com,Roma,Roma,067887152,https://www.nidogirasole.com,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido e Casa dei bambini ""Mary Poppins"" (Privata)",marypoppins@marypoppinscarpi.it,Modena,Carpi,059654335,https://www.marypoppinscarpi.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido e casa dei bambini - Rainbow Playschool - Montessori Method in English (Privata),info@rainbowplayschool.it,Napoli,Cercola,08118096773,https://www.rainbowplayschool.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido e Casa dei bambini MOM - Montessori Montalto (Privata),montaltomontessori@gmail.com,Cosenza,Montalto Uffugo,0984406855,https://www.montessorimontalto.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido e Casa dei Bambini “A modo tuo” di Adrover M.,info@nidoamodotuo.it,Varese,Gallarate,3476861236,https://www.nidoamodotuo.it,Opera Nazionale Montessori - Trova Scuola registry,
Nido e Casa dei Bambini “G. e C. Moschini” SPES (Paritaria),info@spes.pd.it,Padova,Padova,049650549,https://www.spes.pd.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido e casa dei bambini “M. Montessori” – SPES (Paritaria),info@spes.pd.it,Padova,Padova,0498697743,https://www.spes.pd.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido il girasole (Privato), Scuola materna La vittoria (Paritaria)",referente.materna@scuolamaternalavittoria.com,BS,Provaglio d&#039;Iseo,030983195,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido Marchi (Privato),marchi@auroradomus.it,Parma,Parma,0521981715,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido Montessori ""Crescere Insieme"" (Privata)",simonaq2004@yahoo.it,Roma,Roma,0645444672,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido Montessori ""Il Giardino dell’Infanzia"" (Privata)",info@ilgiardinodellinfanzia.it,Roma,Roma,3397537977,https://www.ilgiardinodellinfanzia.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido Montessori ""L’Astronauta"" (Privata)",info@lastronauta.it,Roma,Roma,0698932693,https://www.lastronauta.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido Oasi dei Bimbi,NOT_FOUND,Ancona,Osimo,0719307033,,Opera Nazionale Montessori - Trova Scuola registry,
Nido Peter Pan,NOT_FOUND,Ancona,Osimo,0719307034,,Opera Nazionale Montessori - Trova Scuola registry,
Nido Peter Pan e Casa dei bambini San Francesco d'Assisi - (Privato) - Istituto Opera San Francesco,opera.sanfrancesco@virgilio.it,Foggia,Cerignola,0885421570,https://scuoleoperasanfrancesco@legalmail.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido “Europa” SPES (Paritaria),info@spes.pd.it,Padova,Curtarolo,0499620616,https://www.spes.pd.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido “La Pisanella” - Cooperativa Sociale San Saturnino (Convenzionato con il Comune e privato),pisanella@coopsansaturnino.org,Roma,Roma,392 9051962,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Nido “Pan di zucchero” - Cooperativa Sociale San Saturnino (Privata),pandizucchero@coopsansaturnino.org,Roma,Roma,0686399024,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido, Casa dei bambini e Primaria ""Il Giardino di Archimede"" (Privata)",info@cooperativaarchimede.it,Roma,Velletri,0696155164,https://www.cooperativaarchimede.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Nido-Micronido (Privata) e Casa dei bambini (Paritaria) ""Coop. Sociale ONLUS a.r.l.""",casadeibambinifg@gmail.com,Foggia,Foggia,881580306,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Papaveri nel grano (gestita da La grande casa) (Privato),rita.ceraolo@lagrandecasa.it,MB,Bovisio Masciago,,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Piccolo gruppo educativo Il sassolino (Privato),info@unvillaggiopercrescere.it,PR,San Prospero,0521261164,http://www.villaggiopercrescere.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Piccolo gruppo educativo “Casa dei Piccoli” (Privata),priscilla.coruzzi@icloud.com,PR,Parma,,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Plesso di scuola dell’Infanzia “Caramella"" (statale)",aric825009@istruzione.it,AR,Bucine,0559911328,https://www.icbucine.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Plesso San Sisto, dipende da IC Mazzini (Statale)",aqic84700g@istruzione.it,AQ,L&#039;Aquila,0862315912,http://www.icmazzini.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Plesso Valussi IC 2 Udine (Statale),udic842006@istruzione.it,Udine,Udine,0432299029,https://2icudine.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Polo Bergamella 6-11 (paritario),segreteria.polobergamella@gmail.com,Milano,Sesto San Giovanni,0222470876,https://www.polobergamella.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Polo Educativo Bergamella 0/6 - Nido (Privato) e casa dei bambini (Paritaria),segreteria.polobergamella@gmail.com,Milano,Sesto San Giovanni,0222470876,https://www.polobergamella.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Primaria ""De Scalzi-Polacco"" (Statale)",geic854002@istruzione.it,Genova,Genova,010564568,https://www.maddalena-bertani.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria ""Don Milani"" (Statale)",segreteria@icmuzio.gov.it,Bergamo,Bergamo,035262122,https://www.icmuzio.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria ""Luigi Garzoni"" e Scuola secondaria di 1° grado (Statale)",udic842006@istruzione.it,Udine,Udine,04321276212,https://2icudine.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria ""Maria Mazzini"" - I.C. Castelletto (Statale)",geic853006@istruzione.it,Genova,Genova,0102722375,https://www.iccastelletto.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria ""Maria Montessori"" (Statale)",pgic862006@istruzione.it,Perugia,Perugia,0755724713,https://www.istitutocomprensivoperugia2.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria (statale) IC di Susegana,tvic85200c@istruzione.it,Treviso,Susegana,043873256,https://www.icsusegana.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria (statale) Plesso Bindoni - IC Primo Martini,tvic870002@istruzione.it,Treviso,Treviso,0422300706,,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria (Statale) plesso De Amicis,apic83600e@istruzione.it,Fermo,Porto Sant&#039;Elpidio,0734992287,https://www.isc1pse.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria - Direzione Didattica ""Alessandro Manzoni"" (Statale)",toee03900q@istruzione.it,Torino,Torino,011740308,,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria - I.C. ""Rita Levi Montalcini"" - plesso ""Vittorio Alfieri"" (Statale)",toic88300q@istruzione.it,Torino,Torino,0114476070,,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria - I.C. Don Milani (Statale),miic8ex007@istruzione.it,Monza e Brianza,Vimercate,039667522,https://www.icdonmilanivimercate.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria - plesso ""Benedetto Passerini"" - I.C. Manzoni (Statale)",pvic81200b@istruzione.it,Pavia,Sommo (Fraz di Cava Manara),,,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria e Scuola secondaria di 1° grado - I.C. ""Maria Montessori"" (Statale)",anic85200t@istruzione.it,Ancona,Chiaravalle,0717450821,https://www.icmontessoriano.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria e Scuola Secondaria di 1° grado - I.C. “Ilaria Alpi” (Statale),miic8dz008@istruzione.it,Milano,Milano,0288444696,https://www.icilariaalpi.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria IC Pasquale Tola (Statale),ssic855005@istruzione.it,,Sassari,0792845254,https://www.icpasqualetolass.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria Istituto Comprensivo 13 (Statale),boic85700e@istruzione.it,Bologna,Bologna,051471998,https://www.ic13bo.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria Istituto Comprensivo M. Minerbì,tvic87700r@istruzione.it,Treviso,Mogliano Veneto,041453924,https://www.icminerbi.edu.it,Opera Nazionale Montessori - Trova Scuola registry,
Primaria Istituto Comprensivo Statale di Casier (Statale),info@iccasier.edu.it,Treviso,Dosson di Casier,0422 3800848,https://www.iccasier.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria Maria Montessori (Statale),tpic81100q@istruzione.it,TP,Alcamo,092421906,https://www.icmariamontessori.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria Montessori (Statale),anic81100g@istruzione.it,Ancona,Ancona,07131798,https://www.augustoscocchera.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria Montessori e Scuola di Secondaria di Primo Grado - plesso Via Quarenghi (Statale),miic8c300p@istruzione.it,Milano,Milano,0288440104,https://www.icriccardomassa.mi.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Primaria plesso ""Garibaldi"" (Statale)",rmic8ge009@istruzione.it,Roma,Roma,067017797,https://www.istitutocomprensivoceneda.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria San Domenico Savio (statale),tpic81100q@istruzione.it,TP,Alcamo,092421906,https://www.icmariamontessori.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Primaria “M. Montessori” - SPES (Paritaria),info@spes.pd.it,Padova,Padova,0498697748,https://www.spes.pd.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Primaria “Maria Montessori” - Istituto Comprensivo “Enrico Mestica” (Statale),mcic82800p@istruzione.it,Macerata,Macerata,0733239334,https://www.istitutomesticamacerata.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Progetto Educativo Parentale Colibrì (Privata),ilfiloaps@gmail.com,Varese,Sesto Calende,3513933648,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Rione sud Giardino incantato,scuolainfanzia.rionesud@scuole.provincia.tn.it,TN,Rovereto,0464431163,,Opera Nazionale Montessori - Trova Scuola registry,
"Roma - Casa dei bambini ""Forte Antenne"" (Statale)",rmic8d7005@istruzione.it,Roma,Roma,0686214233,https://www.scuolamediaboccioni.org,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell' infanzia Muzio Gallo,NOT_FOUND,Ancona,Osimo,0719307035,,Opera Nazionale Montessori - Trova Scuola registry,
"Scuola dell'Infanzia ""Arcobaleno"" (Statale)",foee021005@istruzione.it,Forlì-Cesena,Calabrina di Cesena,0547384681,https://www.cesena5circolo.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola dell'infanzia ""Casa dei bambini"" plesso via dell'Acquasanta, dipende da IC Rossini",anic805008@istruzione.it,AN,San Marcello,0731267158,https://www.icgioacchinorossinisanmarcello.edu.it,Opera Nazionale Montessori - Trova Scuola registry,
"Scuola dell'infanzia ""Frati Cappuccini"", dipende da IC Mazzini - Modugno (Statale)",baic847001@istruzione.it,Bari,Bari,0805211367,https://www.icmazzinimodugno.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola dell'infanzia ""H.C. Andersen"" (Statale)",peic84000p@istruzione.it,,Pescara,08561284,https://www.icpescarauno.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola dell'infanzia ""T. Fiorini"" e Nido ""S. Carlo""",smvalle.lumezzane@valtrompianet.it,Brescia,Lumezzane,030 872604,,Opera Nazionale Montessori - Trova Scuola registry,
"Scuola dell'infanzia - Istituto Comprensivo Colleferro I ""Margherita Hack"" (Statale) - Plesso Barchiesi",rmic8c200b@istruzione.it,Roma,Colleferro,0697305269,https://www.comprensivocolleferro1.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia di Grumello del Piano (Statale),bgic811007@istruzione.it,BG,Bergamo,035254029,https://www.icmuzio.edu.it/indirizzo-di-studio/scuola-infanzia/,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia di Rondò Brenta e Primaria di Viale Diaz dipende da ICS 3 di Bassano del Grappa,viic88100q@istruzione.it,Vicenza,Rondò Brenta,0424501270,https://www.ic3bellavitis.edu.it,Opera Nazionale Montessori - Trova Scuola registry,
Scuola dell'infanzia Diaz dipende da IC E Borrello-F. Fiorentino (Statale),czic868008@istruzione.it,CZ,Lamezia Terme Sambiase,0968437119,https://www.icborrellofiorentino.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia e primaria IC S. G. Bosco-Benedetto XIII-Poggiorsini (Statale),baic88100c@istruzione.it,Bari,Gravina in Puglia,0803221229,https://www.icsgboscogravina.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola dell'infanzia equiparata ""G.B. Chimelli 1""",info@asifchimelli.it,TN,Pergine Valsugana,0461532422,http://www.asifchimelli.eu/strutture.php,Opera Nazionale Montessori - Trova Scuola registry,
Scuola dell'infanzia Ferrante Aporti (Statale),tpic81100q@istruzione.it,TP,Alcamo,0923539178,http://www.icmariamontessori.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'Infanzia Fra' Giuseppe (Paritaria),scuolainfanziavillarazzo@gmail.com,Treviso,Villarazzo Castelfranco Veneto,0423494202,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Scuola dell'infanzia ICS n°1 ""L. Milani"" (statale)",mtic831002@istruzione.it,Matera,Policoro,0835985908,https://www.icmilanipolicoro.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia Le colline dipende da cd Cesena 4 (Statale),foee020009@istruzione.it,FC,Montiano,0547302708,https://www.dd4cesema.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia paritaria M. Montessori gestita da Associazione Insieme donne (Paritaria),montessorialtamura@libero.it,BA,Altamura,0803142233,https://www.scuolamontessori.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola dell'infanzia Rita Levi Montalcini (Statale),bgic811007@istruzione.it,Bergamo,Bergamo,035312233,https://www.icmuzio.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia Vajont (Statale),infanziamontessori.vajont@gmail.com,Pordenone,Vajont,0427 72728,https://icmontereale.edu.it/infanzia-vajont,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola dell'infanzia “La Rotonda dei Bambini” (Paritaria),NOT_FOUND,Genova,Genova,010587997,https://www.coopsaba.it/servizio/la-rotonda-dei-bambini/,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola dell'infanzia “Santa Croce” - Casa dei bambini (Paritaria) “Maria Montessori”,info@montessorisantacroce.it,Perugia,Perugia,0755722131,https://%20www.montessorisantacroce.it,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Scuola dell’infanzia ""Don A. Piccinelli"" (Paritaria)",segrteteria@casadeibambiniorzivecchi.it,Brescia,Orzivecchi,0309175269,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
Scuola dell’Infanzia Alice Sturiale (Statale),fiic826001@istruzione.it,FI,San Polo in Chianti,055855232,https://www.comprensivogreve.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola materna Achille Carsana (Paritaria),amministrazione@scuolacarsana.it,BG,Alzano Lombardo,035512022,,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Scuola Montessori ""La casa di Irma"" (Privata)",NOT_FOUND,Canton Ticino,Bedano,,https://www.irmamontessori.ch,Opera Nazionale Montessori - Trova Scuola registry,paritaria/privata
"Scuola Primaria ""Beato Stefano Bellesini"" (Statale)",segr.ic.tn6@scuole.provincia.tn.it,Trento,Trento,0461823688,https://www.ictrento6.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria ""Colonnello Lugli"" Santa Croce di Carpi - Istituto comprensivo “Carpi 2” (Statale)",moic817002@istruzione.it,Modena,Carpi,059696581,https://www.iccarpi2.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria ""D. Valeri"" (Statale)",pdic887009@istruzione.it,Padova,Padova,049681211,,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria ""Don Sturzo"" (Statale)",bgic8aa007@istruzione.it,Bergamo,Urgnano,035/891154,https://icurgnano.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria ""G. Mazzini"", dipende da IC Mazzini - Modugno (Statale)",baic847001@istruzione.it,Bari,Bari,0805211367,https://www.icmazzinimodugno.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria ""Lidya Plastina Pizzuti"" - I.C. Via Roma - Spirito Santo (Statale)",csic81200c@istruzione.it,Cosenza,Cosenza,098426572,https://www.icspiritosanto.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola Primaria ""T. Olivelli"" (Statale)",bsic8ac00b@istruzione.it,Brescia,Salò,036541700,https://www.icsalo.gov.it/,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria - I.C. ""Bressanone Milland"" (Statale)",ssp.brixenmilland@schule.suedtirol.it,Bolzano,Bressanone,0472833313,https://www.snets.it/ssp-brixenmilland,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria - plesso “Anita Garibaldi” (Statale),mcic83600n@istruzione.it,Macerata,Civitanova Marche,0733772163,https://www.iscviaugobassi.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria - plesso “Grandi” (Statale),istituto@comprensivodonbosco.it,Macerata,Tolentino,0733968969,https://www.comprensivodonbosco.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria - Plesso “RenierMichiel” (Statale),veic839002@istruzione.it,Venezia,Venezia,0415225157,https://www.icdantealighierivenezia.gov.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria A. Zadra ( Statale),segr.ic.riva2@scuole.provincia.tn.it,Trento,Riva del Garda,0464552170,https://www.riva2.it,Opera Nazionale Montessori - Trova Scuola registry,statale
Scuola primaria Abramo Massalongo,vric88900p@istruzione.it,VR,Verona,045595678,https://www.ic18vr.edu.it/,Opera Nazionale Montessori - Trova Scuola registry,
Scuola Primaria Armando Scivales (Statale),bric81500g@istruzione.it,BR,Brindisi,0831212536,https://www.iccappuccinibrindisi.edu.it,Opera Nazionale Montessori - Trova Scuola registry,statale
"Scuola primaria di Aviano - Giais ""E. De Amicis"" (statale)",pnic80800p@istruzione.it,PN,Aviano,0434656015,https://icaviano.edu.it/aviano-giais-e-de-amicis,Opera Nazionale Montessori - Trova Scuola registry,statale
