"school_name","country","facebook_url","fb_activity","instagram_url","linkedin_url","x_url","email_found_incidentally","confidence","notes"
"EmiLe Montessori-VorschulKita","Germany","https://www.facebook.com/EmiLe.Montessorischule","","https://www.instagram.com/emile_montessori","","","","high","script pass: found on school website"
"Integratives Montessori-Kinderhaus","Germany","","","https://www.instagram.com/montessorikinderhausaufkirchen","","","kiga@montessori-aufkirchen.de","medium","script pass: found on school website"
"Montessori-Schule Peißenberg","Germany","","","https://www.instagram.com/montessorischulepeissenberg","","","verwaltung@montessori-schule.com","medium","script pass: found on school website"
"Montessori-Kinderhaus Weilheim","Germany","","","https://www.instagram.com/montessorischulepeissenberg","","","verwaltung@montessori-schule.com","medium","script pass: found on school website"
"MOS Allgäu Montessori-Fachoberschule","Germany","","","https://www.instagram.com/mosallgaeu","","","","medium","script pass: found on school website"
"Montessori-Schule Traunstein","Germany","https://www.facebook.com/montessoritraunstein","","","","","buero@monte-ts.de","high","script pass: found on school website"
"Montessori Kinderhaus BRK KV AB","Germany","https://www.facebook.com/BRK.KV.ASCHAFFENBURG","","https://www.instagram.com/embed.js","","https://twitter.com/brkaktuell","","high","script pass: found on school website"
"Montessori Kindergarten Gauting","Germany","","","https://www.instagram.com/montessorigauting","","","","medium","script pass: found on school website"
"Freie Schule Lindau","Germany","https://www.facebook.com/FreieSchuleLindau","","https://www.instagram.com/legal/privacy","","https://twitter.com/privacy","office@freieschulelindau.de","high","script pass: found on school website"
"Montessori Kinderhaus und Familienzentrum Stessen","Germany","https://www.facebook.com/juechen.de","","","","","kita.stessen@juechen.de","high","script pass: found on school website"
"Maria-Montessori-Haus -Familienzentrum NRW: Kinderhaus und LebensWerkstatt","Germany","https://www.facebook.com/caritas.deutschland","","https://www.instagram.com/caritasdeutschland","https://www.linkedin.com/company/deutscher-caritasverband-e.v","","","high","script pass: found on school website"
"Kinderhaus e.V.","Germany","","","https://www.instagram.com/kinderhaus_bocholt","","","montessori@kinderhausbocholt.de","medium","script pass: found on school website"
"Montessori-Kinderhaus St. Clemens","Germany","","","https://www.instagram.com/kita_horizonte","","","kita.clemens-krefeld@bistum-aachen.de","medium","script pass: found on school website"
"Freie Schule für lebendiges Lernen","Germany","https://www.facebook.com/FreieSchuleFuerLebendigesLernen","","https://www.instagram.com/schulwerkstatt_altenriet","","","%20info@schulwerkstatt.com","high","script pass: found on school website"
"Montessori Zentrum Niederrhein","Germany","https://www.facebook.com/Montessorischule.Niederrhein","","","","","","high","script pass: found on school website"
"Internationaler Montessori Kindergarten","Germany","https://www.facebook.com/imkesslingen","","","","","imk@montessori-esslingen.de","high","script pass: found on school website"
"Montessori-Zentrum Ortenau - Gemeinschaftsschule","Germany","https://www.facebook.com/MZOrtenau","","https://www.instagram.com/montessori_offenburg","","","tanja.brettschneider@mz-o.de","high","script pass: found on school website"
"Montessori-Zentrum Ortenau - Kinderhaus","Germany","https://www.facebook.com/MZOrtenau","","https://www.instagram.com/montessori_offenburg","","","info@mz-o.de","high","script pass: found on school website"
"Montessori-Zentrum Ortenau - Schule","Germany","https://www.facebook.com/MZOrtenau","","https://www.instagram.com/montessori_offenburg","","","ambulante-dienste@sono-ortenberg.de","high","script pass: found on school website"
"Montessori-Zentrum Ortenau - Krippe","Germany","https://www.facebook.com/MZOrtenau","","https://www.instagram.com/montessori_offenburg","","","","high","script pass: found on school website"
"Montessori Kinderhaus am Sonnenrain","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/montessoriradolfzell","","","post@montessori-radolfzell.de","high","script pass: found on school website"
"Kinderkrippe il Nido","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/montessoriradolfzell","","","post@montessori-radolfzell.de","high","script pass: found on school website"
"ASB Montessori-Kinderhaus","Germany","https://www.facebook.com/asb.heilbronn","","https://www.instagram.com/asb_heilbronnfranken","https://de.linkedin.com/company/asb-heilbronn-franken","","info@asb-heilbronn.de","high","script pass: found on school website"
"Freie Aktive Montessori-Schule Kraichgau","Germany","https://www.facebook.com/montessori.lernwerk","","","","","","high","script pass: found on school website"
"Montessori Kinderhaus Dietzenbach","Germany","https://www.facebook.com/Montessori.Dietzenbach","","https://www.instagram.com/montessoricampus","","","","high","script pass: found on school website"
"Montessori Schule Dietzenbach","Germany","https://www.facebook.com/Montessori.Dietzenbach","","https://www.instagram.com/montessoricampus","","","","high","script pass: found on school website"
"Freie Montessori Schule Darmstadt","Germany","https://www.facebook.com/FreieMontessoriSchuleDarmstadt","","https://www.instagram.com/montessori.schule.darmstadt","","","info@montessori-darmstadt.de","high","script pass: found on school website"
"Montessori-Kinderhaus der Anna-Schmidt-Schule","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/annaschmidtschuleffm","https://www.linkedin.com/company/anna-schmidt-schule","","","high","script pass: found on school website"
"Montessori-Grundschule der Anna-Schmidt-Schule","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/annaschmidtschuleffm","https://www.linkedin.com/company/anna-schmidt-schule","","","high","script pass: found on school website"
"Montessori Kindergarten Stuttgart","Germany","","","https://www.instagram.com/montessori.kinderhaus.stgt","","","","medium","script pass: found on school website"
"Montessori-Kinderhaus Hofheim (3-6 Jahre)","Germany","","","https://www.instagram.com/montessori_zentrum_hofheim","","","info@montessori-hofheim.de","medium","script pass: found on school website"
"Montessori-Schule Hofheim","Germany","","","https://www.instagram.com/montessori_zentrum_hofheim","","","info@montessori-hofheim.de","medium","script pass: found on school website"
"Montessori-Kinderhaus Hofheim (Nest)","Germany","","","https://www.instagram.com/montessori_zentrum_hofheim","","","nest@montessori-hofheim.de","medium","script pass: found on school website"
"Montessori Schule Homberg (Efze) Sekundarstufe 1 genehmigte Grundschule mit Förderstufe und IGS","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/montessori_schule_homberg","","","info@montessori-homberg-efze.de","high","script pass: found on school website"
"Montessori Schule Homberg (Efze) genehmigte Grundschule mit Förderstufe und IGS","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/montessori_schule_homberg","","","info@montessori-homberg-efze.de","high","script pass: found on school website"
"Lernatelier – Freie Grundschule Kraichtal","Germany","https://www.facebook.com/lernatelier","","http://instagram.com/lernatelier_ev","","","info@lernatelier-ev.com","high","script pass: found on school website"
"Montessori-Schule Kronberg","Germany","https://www.facebook.com/montessori.kronberg","","https://www.instagram.com/montessori.kronberg","","","","high","script pass: found on school website"
"Montessori-Kinderhaus Kronberg","Germany","https://www.facebook.com/montessori.kronberg","","https://www.instagram.com/montessori.kronberg","","","","high","script pass: found on school website"
"7 Freunde Großtagespflege","Germany","https://www.facebook.com/tr","","https://www.instagram.com/7freun.de","https://www.linkedin.com/company/7freunde","","info@7freun.de","high","script pass: found on school website"
"Freie Montessori Naturschule","Germany","","","https://instagram.com/monamontessori","","","","medium","script pass: found on school website"
"Montessori Kinderhaus Neu-Isenburg","Germany","https://www.facebook.com/Montessori.Dietzenbach","","https://www.instagram.com/montessoricampus","","","","high","script pass: found on school website"
"Montessori Schule Mühlheim","Germany","https://www.facebook.com/montessorischulemuehlheim","","https://www.instagram.com/montessori_muehlheim","","","","high","script pass: found on school website"
"Kinderhaus der International Bilingual Montessori School","Germany","https://www.facebook.com/p/IBMS-International-Bilingual-Montessori-School-100070726666405","","https://www.instagram.com/ibms.frankfurt","https://www.linkedin.com/company/international-bilingual-montessori-school-ibms-e.v","","office@ibms-frankfurt.com","high","script pass: found on school website"
"Europa-Schule Dr. Obermayr e.V., Rosenkindergarten","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/obermayr_europa_schule","","","","high","script pass: found on school website"
"Nido der International Bilingual Montessori School","Germany","https://www.facebook.com/p/IBMS-International-Bilingual-Montessori-School-100070726666405","","https://www.instagram.com/ibms.frankfurt","https://www.linkedin.com/company/international-bilingual-montessori-school-ibms-e.v","","office@ibms-frankfurt.com","high","script pass: found on school website"
"Grundschule der International Bilingual Montessori School","Germany","https://www.facebook.com/p/IBMS-International-Bilingual-Montessori-School-100070726666405","","https://www.instagram.com/ibms.frankfurt","https://www.linkedin.com/company/international-bilingual-montessori-school-ibms-e.v","","office@ibms-frankfurt.com","high","script pass: found on school website"
"Montessori Schule Wiesbaden","Germany","https://www.facebook.com/montessoriwiesbaden","","https://www.instagram.com/montessori_wiesbaden","","","info@montessori-schule-wiesbaden.de","high","script pass: found on school website"
"Montessori Kinderhaus Hanau","Germany","https://facebook.com/montessorihanau","","http://instagram.com/montessori.hanau","","","info@montessori-hanau.de","high","script pass: found on school website"
"Montessori Schule Hanau","Germany","https://facebook.com/montessorihanau","","http://instagram.com/montessori.hanau","","","info@montessori-hanau.de","high","script pass: found on school website"
"Integratives Montessori-Kinderhaus und Familienzentrum St. Martin","Germany","https://www.facebook.com/caritas.deutschland","","https://www.instagram.com/caritasdeutschland","https://www.linkedin.com/company/deutscher-caritasverband-e.v","","","high","script pass: found on school website"
"Montessori Kinderhaus Karben","Germany","https://www.facebook.com/share/1CQpHyHKUp","","https://www.instagram.com/montessorikarben","","","","high","script pass: found on school website"
"Montessori WELT.RÄUME Kinderhaus und Schule","Germany","https://www.facebook.com/people/WeltR%C3%A4ume-Montessorischule-und-Kinderhaus/61554132896126","","https://www.instagram.com/welt.raeumemontessori","","","","high","script pass: found on school website"
"Montessori-Kindergruppe Reichelsheim","Germany","http://www.facebook.com/2008/fbml","","https://www.instagram.com/montessori.kindergruppe","","","","high","script pass: found on school website"
"Montessori Grundschule und Kinderhaus Rotenburg Wümme","Germany","https://www.facebook.com/montessorirotenburg","","https://www.instagram.com/montessorirotenburg","","","info@montessori-rotenburg.de","high","script pass: found on school website"
"Kinderzeit Gute Zeit Krippe","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/kinderzeit_gutezeit","","","info@kinderzeit-gutezeit.de","high","script pass: found on school website"
"Kinderzeit Gute Zeit Kindergarten","Germany","https://www.facebook.com/profile.php","","https://www.instagram.com/kinderzeit_gutezeit","","","info@kinderzeit-gutezeit.de","high","script pass: found on school website"
"Montessori-Grundschule Walsrode","Germany","https://www.facebook.com/montessori.grundschule.walsrode","","https://www.instagram.com/montessori.schule.walsro.de","","","","high","script pass: found on school website"
"Montessorischule Pirmasens","Germany","https://www.facebook.com/MontessoriPirmasens","","https://www.instagram.com/montessori_pirmasens","","","kontakt@montessori-pirmasens.de","high","script pass: found on school website"
"Sekundarschule Freie Montessori Schule Main-Kinzig gemeinnützige GmbH","Germany","https://www.facebook.com/Freie-Montessori-Schule-Main-Kinzig-Kreis-373566656033000","","https://www.instagram.com/montessorimkk","","https://twitter.com/MontessoriMKK","willkommen@montessori-mkk.de","high","script pass: found on school website"
"Montessori Kinderhaus","Germany","https://www.facebook.com/Freie-Montessori-Schule-Main-Kinzig-Kreis-373566656033000","","https://www.instagram.com/montessorimkk","","https://twitter.com/MontessoriMKK","willkommen@montessori-mkk.de","high","script pass: found on school website"
"Montessori Grundschule","Germany","https://www.facebook.com/Freie-Montessori-Schule-Main-Kinzig-Kreis-373566656033000","","https://www.instagram.com/montessorimkk","","https://twitter.com/MontessoriMKK","willkommen@montessori-mkk.de","high","script pass: found on school website"
"Montessori Kinderhaus Milanstraße","Germany","https://www.facebook.com/MontessoriBildungshausHannover","","https://www.instagram.com/montessoribildungshaushannover","","","leitungkh.milan@montessori-bhs.de","high","script pass: found on school website"
"Montessori Kinderhaus Bonner Straße","Germany","https://www.facebook.com/MontessoriBildungshausHannover","","https://www.instagram.com/montessoribildungshaushannover","","","leitungkh.milan@montessori-bhs.de","high","script pass: found on school website"
"Montessori Schule Hannover","Germany","https://www.facebook.com/MontessoriBildungshausHannover","","https://www.instagram.com/montessoribildungshaushannover","","","leitungkh.milan@montessori-bhs.de","high","script pass: found on school website"
"Freie Montessori-Gesamtschule Osnabrück (IGS)","Germany","https://www.facebook.com/freieschuleosnabrueck","","https://www.instagram.com/montessori_igs_os","","","","high","script pass: found on school website"
"Freies Montessori-Kinderhaus Osnabrück","Germany","https://www.facebook.com/freieschuleosnabrueck","","https://www.instagram.com/montessori.os","","","","high","script pass: found on school website"
"Freie Montessori-Grundschule Osnabrück","Germany","https://www.facebook.com/freieschuleosnabrueck","","https://www.instagram.com/montessori.os","","","","high","script pass: found on school website"
"Montessori-Schule Lüneburg","Germany","","","https://www.instagram.com/montessori_lueneburg","","","sekretariat@montessori-lueneburg.de","medium","script pass: found on school website"
"Montessori Haus der Kinder Lüneburg","Germany","","","https://www.instagram.com/montessori_lueneburg","","","sekretariat@montessori-lueneburg.de","medium","script pass: found on school website"
"Lebenshilfe Schenefeld e.V. Integratives Montessori Kinderhaus","Germany","https://www.facebook.com/Lebenshilfeschenefeld","","https://www.instagram.com/lebenshilfe_schenefeld","","","","high","script pass: found on school website"
"Freudberg Gemeinschaftsschule","Germany","https://www.facebook.com/freudbergschule","","https://www.instagram.com/freudbergschule","https://www.linkedin.com/company/freudberg-gemeinschaftsschule","","info@freudbergschule.de","high","script pass: found on school website"
"Montessori Kinderhaus Bienennest","Germany","http://www.facebook.com/kinderhausbienennest","","","","","","high","script pass: found on school website"
"Freie Montessori Oberschule Hangelsberg der FAWZ gGmbH","Germany","https://www.facebook.com/FAWZgGmbH","","","https://www.linkedin.com/company/9136702","","","high","script pass: found on school website"
"Montessori Kinderhaus Hangelsberg der FAWZ gGmbH","Germany","https://www.facebook.com/FAWZgGmbH","","","https://www.linkedin.com/company/9136702","","","high","script pass: found on school website"
"Freie Montessori Grundschule Hangelsberg der FAWZ gGmbH","Germany","https://www.facebook.com/FAWZgGmbH","","","https://www.linkedin.com/company/9136702","","","high","script pass: found on school website"
"Montessori Grundschule Königs Wusterhausen der FAWZ gGmbH","Germany","https://www.facebook.com/FAWZgGmbH","","","","","","high","script pass: found on school website"
"Montessori-Schule Chemnitz - Freie integrative Schule Gymnasium","Germany","https://www.facebook.com/montessori.chemnitz","","","","https://twitter.com/Montessori_Chem","sekundarstufe@montessoriverein-chemnitz.de","high","script pass: found on school website"
"SRH BBWS GmbH c/o SRH Schulen DD","Germany","https://www.facebook.com/srhmontessorischule","","https://www.instagram.com/srh_schulen_dresden","","","grundschule.dresden@srh.de","high","script pass: found on school website"
"International Montessori School Barbara House","Germany","","","https://www.instagram.com/montessoribarbarahouse","","","barbarahouse@ime-do.de","medium","script pass: found on school website"
"Kinderhaus der Zukunft","Germany","","","https://www.instagram.com/zukunftsschulelippstadt","","","","medium","script pass: found on school website"
"Zukunftsschulen Lippstadt","Germany","","","https://www.instagram.com/zukunftsschulelippstadt","","","","medium","script pass: found on school website"
"Montessori Schule Bergisches Land Sekundarschule in freier Trägerschaft (in Gründung)","Germany","","","https://www.instagram.com/montessori_schule","","","kontakt@montessori-bergischesland.de","medium","script pass: found on school website"
"Montessori Campus am Tegeler Forst","Germany","","","https://www.instagram.com/montessoricampus_tegeler_forst","https://www.linkedin.com/company/montessori-campus-am-tegeler-forst","","","medium","script pass: found on school website"
"Fürstenwalder Aus- und Weiterbildungszentrum gGmbH (Montessori Campus)","Germany","https://www.facebook.com/FAWZgGmbH","","","https://www.linkedin.com/company/9136702","","","high","script pass: found on school website"
"Montessori Kinderladen Wedding e.V.","Germany","","","https://www.instagram.com/maria.montessori.kinderwelten","","","","medium","script pass: found on school website"
"SRH Montessori-Schulen Dresden","Germany","https://www.facebook.com/BBWDresden","","https://www.instagram.com/srh_berufsbildungswerk","https://www.linkedin.com/company/srh-berufsbildungswerk-sachsen","","kundenservice.bbwdd@srh.de","high","script pass: found on school website"
"mein montessori Grundschule und Hort Thalheim","Germany","https://www.facebook.com/meinmontessorigrundschulen","","https://www.instagram.com/mein.montessori","","","","high","script pass: found on school website"
"Christlich-Orthodoxe Montessori Kita Heiliger Georg","Germany","https://www.facebook.com/people/Christlich-Orthodoxe-Montessori-Kita-Heiliger-Georg-Leipzig/100090478724614","","","https://de.linkedin.com/company/christlich-orthodoxe-montessori-kindertageseinrichtung-heiliger-georg-leipzig","","leitung@kita-heiliger-georg.de","high","script pass: found on school website"
"mein montessori Grundschule und Hort Chemnitz Stelzendorf","Germany","https://www.facebook.com/meinmontessorigrundschulen","","https://www.instagram.com/mein.montessori","","","","high","script pass: found on school website"
"Inklusive Kita Mirabilis (Lebenshilfe Aachen)","Germany","https://www.facebook.com/LebenshilfeAachen","","https://www.instagram.com/lebenshilfe_aachen","","","info@lebenshilfe-aachen.de","high","script pass: found on school website"
"Inklusive Kita Elise (Lebenshilfe Aachen)","Germany","https://www.facebook.com/LebenshilfeAachen","","https://www.instagram.com/lebenshilfe_aachen","","","info@lebenshilfe-aachen.de","high","script pass: found on school website"
"Montessori Kinderhaus Klatschmohn","Germany","https://www.facebook.com/klatsch.mohn.3720","","https://www.instagram.com/kitaklatschmohn","","","familienzentrum@kinderhaus-klatschmohn.de","high","script pass: found on school website"
"Aim Montessori","India","https://www.facebook.com/AimMontessoriBangalore","","https://instagram.com/aimmontessori","https://www.linkedin.com/in/aim-montessori-a50814140","https://twitter.com/aim_montessori","info@aimmontessori.co.in","high","script pass: found on school website"
"Freie Schule Eifel","Germany","https://www.facebook.com/FreieSchuleEifel","","https://www.instagram.com/freie_schule_eifel","","","","high","script pass: found on school website"
"Floretz Academy Pvt Ltd","India","https://www.facebook.com/floretzacademy","","https://www.instagram.com/floretzacademy","https://www.linkedin.com/company/floretz-academy","","","high","script pass: found on school website"
"Landweg e.V. (Freie Schule am Landweg)","Germany","","","https://www.instagram.com/landway","","","schule@landweg.org","medium","script pass: found on school website"
"Evangelisches Gymnasium Tharandt","Germany","","","https://www.instagram.com/egt_offiziell","","","","medium","script pass: found on school website"
"Siksha Montessori House of Children","India","https://www.facebook.com/sikshamontessori","","https://www.instagram.com/sikshamontessori","","","sikshamontessori@gmail.com","high","script pass: found on school website"
"Casa Bambino Montessori","India","https://www.facebook.com/people/Casa-Bambino-Montessori/pfbid02KPSCse3Gnq1VPWkHvTHBLsRmvSDC1MJER4ChAceDzhe9wgPHvFgrY8utLiaLqWqMl","","https://www.instagram.com/casabambinomontessori_mumbai","","","info@casabambino.com","high","script pass: found on school website"
"Harmony Montessori","India","https://www.facebook.com/harmonymontessoriinternational","","https://www.instagram.com/sunlifefilms","","","kmamoowala@gmail.com","high","script pass: found on school website"
"Casa Vista Montessori","India","https://www.facebook.com/casavistamontessori","","https://www.instagram.com/casa_vista_montessori","https://in.linkedin.com/in/aksheeta-parikh-048588137","","casavistamontessoriprep@gmail.com","high","script pass: found on school website"
"Da Vinci Montessori","India","","","https://www.instagram.com/davincimontessori","","","","medium","script pass: found on school website"
"RTI International Montessori School","India","https://www.facebook.com/rtimontessorischool","","https://www.instagram.com/rtimontessorischool","","","","high","script pass: found on school website"
"Clay Montessori","India","https://www.facebook.com/claymontessori.in","","https://instagram.com/claymontessori","","","","high","script pass: found on school website"
"The Bumblebee Montessori","India","","","https://www.instagram.com/thebumblebeemontessori","","","thebumblebeemontessori@gmail.com","medium","script pass: found on school website"
"Evangelische Montessori Oberschule Plauen","Germany","https://www.facebook.com/photo.php","","https://www.instagram.com/montessori.plauen","","","","high","script pass: found on school website"
"Meraki Montessori International","India","https://www.facebook.com/MerakiMontessoriInternational","","https://www.instagram.com/merakimontessoriinternational","https://www.linkedin.com/company/meraki-montessori-international","","info@merakimontessori.in","high","script pass: found on school website"
"Evangelische Montessori Grundschule Plauen","Germany","https://www.facebook.com/photo.php","","https://www.instagram.com/montessori.plauen","","","","high","script pass: found on school website"
"Evangelisches Montessori Berufsgymnasium Plauen","Germany","https://www.facebook.com/photo.php","","https://www.instagram.com/montessori.plauen","","","","high","script pass: found on school website"
"Trillium Montessori","India","https://www.facebook.com/100027966536683","","https://www.instagram.com/trilliummontessori","","","","high","script pass: found on school website"
"Ubuntu Montessori","India","https://www.facebook.com/UbuntuMontessori","","https://www.instagram.com/ubuntumontessori","","","","high","script pass: found on school website"
"Neriah Montessori","India","https://www.facebook.com/neriahmontessori","","https://www.instagram.com/neriahmontessori","https://www.linkedin.com/company/neriah-montessori","","admin@neriahmontessori.com","high","script pass: found on school website"
"Pragnya Montessori School","India","https://www.facebook.com/pragnyamontessorischool","","https://www.instagram.com/pragnyamontessorischool","","","info@pragnyamontessori.com","high","script pass: found on school website"
"Srishti Montessori School","India","https://www.facebook.com/srishtimontessorischool","","https://www.instagram.com/srishti_montessori","","","","high","script pass: found on school website"
"Chisel Montessori School","India","https://www.facebook.com/chiselmontessorinanganallur","","https://www.instagram.com/chiselmontessorischool","","","","high","script pass: found on school website"
"Prakriya Green Wisdom School","India","https://www.facebook.com/people/Prakriya-Green-Wisdom-School/61560211482955","","https://www.instagram.com/prakriya_school","https://www.linkedin.com/company/prakriyaschool","","office@prakriyaschool.edu.in","high","script pass: found on school website"
"National Public School Indiranagar","India","https://www.facebook.com/nationalpublicschoolindia","","https://www.instagram.com/npsindiranagar","https://www.linkedin.com/school/national-public-school","","info@npsinr.com","high","script pass: found on school website"
"Global Montessori Centre & Play Home","India","https://facebook.com/gmchsrblr","","","","","globalmcentreph@gmail.com","high","script pass: found on school website"
"Sydney Montessori Schools","India","https://www.facebook.com/sydneyschool","","https://www.instagram.com/sydneymontessorischools_india","","","sydneyeducationcommunity@gmail.com","high","script pass: found on school website"
"Chimes Montessori","India","https://www.facebook.com/tenbroeckacademy","","https://www.instagram.com/tenbroeck_academy","https://www.linkedin.com/company/chimes-montessori---india","https://twitter.com/Chimesschool","info@chimes.in","high","script pass: found on school website"
"St. Nicholas Montessori School Newtownpark","Ireland","https://www.facebook.com/StNicholasMCI","","","","","info.school@smsi.ie","high","script pass: found on school website"
"The Ardee School (New Friends Colony pre-primary)","India","","","https://www.instagram.com/theardeeschools","","","","medium","script pass: found on school website"
"Ivy Lane Montessori","Ireland","http://www.facebook.com/2008/fbml","","http://instagram.com/ivylanemontessori","","","info@ivylane.ie","high","script pass: found on school website"
"The Nest Creche and Montessori Schools","Ireland","https://www.facebook.com/nestchildcareandmontessori","","https://www.instagram.com/nestcreche","","","enquiries@nestcare.ie","high","script pass: found on school website"
"The Lodge Montessori Preschool","Ireland","https://www.facebook.com/thelodgemontessori","","","","","","high","script pass: found on school website"
"Horizons Montessori","Ireland","https://www.facebook.com/tr","","","","","","high","script pass: found on school website"
"The Little School (Montessori)","Ireland","","","https://www.instagram.com/the_little_school_","","","hello@thelittleschool.ie","medium","script pass: found on school website"
"Besant Montessori School","India","https://www.facebook.com/profile.php","","https://www.instagram.com/bms_mumbai","","https://twitter.com/Besant_School","","high","script pass: found on school website"
"I Cube Montessori","India","https://www.facebook.com/ICubeMontessoriSchool","","https://www.instagram.com/icubemontessori","","","reachus@icubemontessori.com","high","script pass: found on school website"
"Ennis Montessori School","Ireland","https://www.facebook.com/ennismontessorischool","","","","","","high","script pass: found on school website"
"The Children's House Montessori Primary School","Ireland","https://www.facebook.com/Childrens-House-Thornhill-Montessori-251162228254093","","","","","","high","script pass: found on school website"
"Belmont Montessori School","Ireland","https://www.facebook.com/marie.galvin.33","","","","","","high","script pass: found on school website"
"The Montessori Story","Ireland","http://www.facebook.com/montessoristory","","https://www.instagram.com/themontessoristory","","https://twitter.com/storymontessori","info@montessoristory.ie","high","script pass: found on school website"
"Drumnigh Montessori Primary School","Ireland","https://www.facebook.com/drumnighmontessoriprimaryschool","","","","","enrolment@drumnighmontessori.com","high","script pass: found on school website"
"Asilo nido ""Sintonia"" (privato)","Italy","https://www.facebook.com/centrosintonia","","https://instagram.com/sintonia_centro_ascoli","","","info@centrosintonia.it","high","script pass: found on school website"
"Casa dei bambini ""M. Virgillito"" - Suore Domenicane Beata Imelda (Paritaria)","Italy","","","https://www.instagram.com/cdbvirgillito","","","","medium","script pass: found on school website"
"Casa dei bambini ""S. Maria dei Miracoli"" (Paritaria)","Italy","https://www.facebook.com/ImeldineMontessoriVenezia","","","","","direzione.casadeibambini.ve@gmail.com","high","script pass: found on school website"
"Sparkles Montessori","India","https://www.facebook.com/sparklesmontessori","","https://instagram.com/sparkles.montessori","https://www.linkedin.com/company/sparkles-montessori","","","high","script pass: found on school website"
"Little Millennium (Head Office)","India","https://www.facebook.com/littlemillennium","","https://www.instagram.com/littlemillennium_edu","https://in.linkedin.com/company/littlemillenniumeducationpvtltd","","","high","script pass: found on school website"
"Casa dei Bambini (Statale) e Primaria Rodari (Statale)","Italy","","","https://www.instagram.com/sabinsegrate","","","miic8bk00l@istruzione.it","medium","script pass: found on school website"
"Hedley Park Montessori School","Ireland","https://www.facebook.com/hedleyparkmontessorischool","","","","","","high","script pass: found on school website"
"Jack and Jill Montessori","Ireland","https://www.facebook.com/pages/category/Preschool/Jack-and-Jill-Montessori-1679007852221412","","","","","rosaleencarr@yahoo.ie","high","script pass: found on school website"
"Casa dei bambini ""Giacomo Costa"" - VI Circolo Didattico ""Medaglie d'Oro"" (Statale)","Italy","https://www.facebook.com/ICMedagliedoroSalerno","","","","","saic8b500q@istruzione.it","high","script pass: found on school website"
"Casa dei bambini e Primaria ""Assisi International School"" (Statale)","Italy","https://www.facebook.com/AssisiInternationalSchool","","https://www.instagram.com/assisi.international.school","","","ais@fondazionepatriziopaoletti.org","high","script pass: found on school website"
"Casa dei bambini e Primaria - Fondazione Scuola Montessori di Bergamo (Paritaria)","Italy","https://www.facebook.com/scuolamontessoribergamo","","https://www.instagram.com/scuolamontessoribg","","","info@scuolamontessoribg.it","high","script pass: found on school website"
"Casa dei bambini GiosaMente APS (Privata)","Italy","","","https://www.instagram.com/montessori_correggio","","","info.gioiosamente@gmail.com","medium","script pass: found on school website"
"Casa dei Bambini, Primaria Montessori, Scuola Secondaria di 1° grado - I.C. ""San Nilo"" (Statale)","Italy","https://www.facebook.com/icsannilogrottaferrata","","https://www.instagram.com/istitutocomprensivosannilo","","","info@icsannilo.edu.it","high","script pass: found on school website"
"Nido (Comunale), Casa dei bambini e Primaria (Private) ""Scuola Internazionale Montessori Nerina Noè""","Italy","https://www.facebook.com/scuolamontessorinerinanoe","","","","","info@montessorinternazionale.it","high","script pass: found on school website"
"Nido (Privata) Casa dei bambini, Primaria e secondaria di primo grado ""Giuseppe Bedetti"" (Paritaria)","Italy","https://www.facebook.com/scuolamontessoricomo","","https://www.instagram.com/montessoricomo","","","admissions@montessori.co.it","high","script pass: found on school website"
"Lecce Micronido d'infanzia ""Oxford"" - Casa dei bambini ""Maria Montessori"" - Scuola Primaria Bilingue (Paritaria)","Italy","https://www.facebook.com/people/IH-Oxford-Academy-Polo-Universitario/61559814144205","","https://www.instagram.com/oxfordgrouplecce","","","info@oxfordlecce.it","high","script pass: found on school website"
"Nido e casa dei bambini - Rainbow Playschool - Montessori Method in English (Privata)","Italy","https://www.facebook.com/RainbowPlayschool.Official","","https://www.instagram.com/rainbowplayschool_official","https://www.linkedin.com/company/81790452","","info@rainbowplayschool.it","high","script pass: found on school website"
"Nido e Casa dei Bambini “A modo tuo” di Adrover M.","Italy","https://www.facebook.com/AsiloNidoAModoTuo","","","","","info@nidoamodotuo.it","high","script pass: found on school website"
"Nido e Casa dei bambini ""Il Girasole"" scuola bilingue italiano-LIS (Privata)","Italy","https://www.facebook.com/ilgirasoleasilonido","","https://www.instagram.com/ilgirasole.06","","","","high","script pass: found on school website"
"Piccolo gruppo educativo Il sassolino (Privato)","Italy","https://www.facebook.com/villaggiopercrescere/community","","","","","","high","script pass: found on school website"
"Plesso di scuola dell’Infanzia “Caramella"" (statale)","Italy","https://www.facebook.com/profile.php","","https://www.instagram.com/icbucine","","","","high","script pass: found on school website"
"I.C. Marconi Sacchetti Sassetti (Statale)","Italy","https://www.facebook.com/scuolarieti","","","","","riic822006@istruzione.it","high","script pass: found on school website"
"Primaria San Domenico Savio (statale)","Italy","https://www.facebook.com/people/Istituto-Comprensivo-Maria-Montessori/100063728014881","","https://www.instagram.com/ic_montessori_alcamo","","","","high","script pass: found on school website"
