Country,School,Email,Region,City,Phone,Website,Source,Notes
Mexico,Bilingue Montessori Kinder AC - Valle Verde Institute,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3647 3839,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Caracol 2872, Victoria, 45550 Guadalajara, Jal."
Mexico,Casa Yinu Montessori,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 2538 6294,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Lope de Vega 881, Jardines del Bosque, 44520 Guadalajara, Jal."
Mexico,Centro de Guias AMI Montessori Stopanni,NOT_FOUND,Jalisco,Guadalajara/Zapopan,664 748 0177,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Av Pablo Neruda 2307, Providencia, 44630 Guadalajara, Jal."
Mexico,Colegio Montessori Nuevo Milenio,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3333 3339,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Fray Luis de Leon 860, Cd Universitaria, 44840 Guadalajara, Jal."
Mexico,Colegio Nuevo Milenio,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3344 8000,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Calle Efrain Gonzalez Luna 2171, Col Americana, Obrera, 44140 Guadalajara, Jal."
Mexico,Colegio Preescolar Maria Montessori (La Florida),NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3644 0682,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Democrito 52, Agustin Yanez (La Florida), 44790 Guadalajara, Jal."
Mexico,Instituto Verde Valle - Secundaria,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 2305 0584,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Av. Obsidiana 2630, Victoria, 45060 Zapopan, Jal."
Mexico,Maria Montessori (Huentitan),NOT_FOUND,Jalisco,Guadalajara/Zapopan,,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Huentitan El Alto, 44390 Guadalajara, Jalisco"
Mexico,Maria Montessori (Olimpica),NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 1203 6197,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Rio Madeira 1537, Olimpica, 44430 Guadalajara, Jal."
Mexico,Mision Montessori,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3334 3080,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Florida 122, San Juan, 45500 San Pedro Tlaquepaque, Jal."
Mexico,Montessori Albatros (Vallarta Nte),NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 2014 9036,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Diag. Golfo de Cortes 3021, Vallarta Nte., 44690 Guadalajara, Jal."
Mexico,Montessori La Calma,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3632 1663,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Pegaso 3349, La Calma, 45070 Zapopan, Jal."
Mexico,Montessori Nuevo Milenio II,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 1594 7414,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: C. Primavera 1873, Del Fresno, 44909 Guadalajara, Jal."
Mexico,Montessori School XXI,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3834 3220,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Av. de la Mancha 1105, Lomas de Zapopan, 45130 Zapopan, Jal."
Mexico,Montessori Studies Center SC,NOT_FOUND,Jalisco,Guadalajara/Zapopan,33 3629 2053,,Kidstudia - Colegios Montessori en Guadalajara (kidstudia.com/escuelas-en/guadalajara/montessori),"Address: Av. William Shakespeare 5085, Jardines de la Patria, 45110 Zapopan, Jal."
Mexico,Colegio Montessori de Monterrey AC,NOT_FOUND,Nuevo Leon,Monterrey area,81 8333 3507,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Cam. de los Quetzales 300, San Jeronimo 1o. Sector, 64630 Monterrey, N.L."
Mexico,Colegio Montessori Linda Vista,NOT_FOUND,Nuevo Leon,Monterrey area,81 2946 0021,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Av. Constituyentes de Nuevo Leon 333, Linda Vista, 67130 Guadalupe, N.L."
Mexico,Dreamers Montessori CEM,NOT_FOUND,Nuevo Leon,Monterrey area,,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Av. Cumbres Madeira 501, Las Lomas Sector Bosques, 66024 Monterrey, N.L."
Mexico,Instituto Montessori San Angel,NOT_FOUND,Nuevo Leon,Monterrey area,81 4444 4646,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Av. Calz. Union 1042, Hacienda los Morales 3er Sector, 66495 San Nicolas de los Garza, N.L."
Mexico,Living Montessori,NOT_FOUND,Nuevo Leon,Monterrey area,81 2763 3275,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Real San Agustin, 66278 San Pedro Garza Garcia, N.L."
Mexico,Montessori Institute Anahuac,NOT_FOUND,Nuevo Leon,Monterrey area,81 8376 5294,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Avenida Manuel L. Barragan #230 Norte, Anahuac, 66457 San Nicolas de los Garza, N.L."
Mexico,Montessori Internacional Lantana,NOT_FOUND,Nuevo Leon,Monterrey area,81 1104 2453,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Boulevard Sofia 609 Interior A-2-209, Valle del Campestre, 66265 San Pedro Garza Garcia, N.L."
Mexico,Montessori Sierra Madre,NOT_FOUND,Nuevo Leon,Monterrey area,81 8124 6400,,Kidstudia - Colegios Montessori en Monterrey (kidstudia.com/escuelas-en/monterrey/montessori),"Address: Licenciado Benito Juarez 250 Sur, Centro, Casco Urbano, 66230 San Pedro Garza Garcia, N.L."
Mexico,Asociacion de Escuelas Montessori de Puebla AC,NOT_FOUND,Puebla,Puebla/Cholula,221 155 6136,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Calz Zavaleta 5535, Reserva Territorial Atlixcayotl, Concepcion la Cruz, Puebla, Pue."
Mexico,Colegio Montessori Quetzalli,NOT_FOUND,Puebla,Puebla/Cholula,,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Granjas del Sur MX, Calz Zavaleta, Sta Cruz Buenavista, 72170 Puebla, Pue."
Mexico,Colegio Mundo Montessori de Puebla AC,NOT_FOUND,Puebla,Puebla/Cholula,222 244 2947,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Hacienda, Ojo de Agua 2433, La Hacienda, 72570 Puebla, Pue."
Mexico,Colegio Tlatoani Montessori,NOT_FOUND,Puebla,Puebla/Cholula,222 409 1539,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Tulipanes 6311, Bugambilias, 72580 Puebla, Pue."
Mexico,Comunidad Educativa Inclusiva Karuna Montessori,NOT_FOUND,Puebla,Puebla/Cholula,222 600 0684,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Calle Vicente Guerrero 510, Santa Cruz Buenavista Norte, 72150 Puebla, Pue."
Mexico,Comunidad Infantil Maria Montessori,NOT_FOUND,Puebla,Puebla/Cholula,222 233 6132,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Rio Jamapa 5733, Jardines de San Manuel, 72570 Puebla, Pue."
Mexico,Instituto Libano Montessori,NOT_FOUND,Puebla,Puebla/Cholula,222 375 3592,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Av.Aquiles Serdan 5105, San Baltazar Campeche, 72550 Puebla, Pue."
Mexico,Monarch Montessori School,NOT_FOUND,Puebla,Puebla/Cholula,222 231 1094,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: C. Primera de Mayo 1, Independencia, 72730 Puebla, Pue."
Mexico,Montessori La Paz Puebla,NOT_FOUND,Puebla,Puebla/Cholula,221 432 4154,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Av. Rosendo Marquez 14, La Paz, 72160 Puebla, Pue."
Mexico,Montessori Lomas,NOT_FOUND,Puebla,Puebla/Cholula,222 431 4474,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: C. Santana 6248, Reserva Territorial Atlixcayotl, 72828 Puebla, Pue."
Mexico,Montessori Molat,NOT_FOUND,Puebla,Puebla/Cholula,221 568 3686,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Recta Cholula Entroque Zavaleta 13, Sta Cruz Buenavista, 72170 Puebla, Pue."
Mexico,Montessori Paolini AC,NOT_FOUND,Puebla,Puebla/Cholula,222 237 1057,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: C. 9 Sur 4914, Prados Agua Azul, 72430 Puebla, Pue."
Mexico,Montessori Quinto Sol,NOT_FOUND,Puebla,Puebla/Cholula,,,Kidstudia - Colegios Montessori en Puebla (kidstudia.com/escuelas-en/puebla/montessori),"Address: Calle Atlaco Ote. 527, Santiago Momoxpan, 72760 Cholula, Pue."
Mexico,Calli Montessori school Queretaro,NOT_FOUND,Queretaro,Santiago de Queretaro,442 234 2097,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: 3 de Mayo #11, Pueblo de Juriquilla, 76230 Juriquilla, Qro."
Mexico,Casa Del Arbol Kinder Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 561 5875,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: 1RA Calle del Laurel 102, zona dos extendida, El Laurel, 76046 Santiago de Queretaro, Qro."
Mexico,CIMMA Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 583 1086,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: C. Juan Caballero y Osio 218, Jardines de Queretaro, 76020 Santiago de Queretaro, Qro."
Mexico,Colegio Chiquitines Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 275 8616,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: C. Juan Caballero y Osio 218-A, Jardines de Queretaro, 76020 Santiago de Queretaro, Qro."
Mexico,Escuela Montessori El Rincon Infantil,NOT_FOUND,Queretaro,Santiago de Queretaro,442 226 4664,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: C. Hacienda La Noria 30, Mansiones del Valle, 76090 Santiago de Queretaro, Qro."
Mexico,Escuela Montessori Itard y Seguin,NOT_FOUND,Queretaro,Santiago de Queretaro,442 248 8012,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Av. Senda Eterna 368, Milenio III, 76060 Santiago de Queretaro, Qro."
Mexico,Montessori Chiaravalle de Queretaro,NOT_FOUND,Queretaro,Santiago de Queretaro,442 238 6000,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: P.o de los Cisnes 119, zona dos extendida, Quinta Balaustradas, 76090 Santiago de Queretaro, Qro."
Mexico,Montessori Corazon de Nino,NOT_FOUND,Queretaro,Santiago de Queretaro,,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Senda del Amanecer 148, Milenio III, 76060 Santiago de Queretaro, Qro."
Mexico,Montessori del Rio,NOT_FOUND,Queretaro,Santiago de Queretaro,442 388 0404,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Blvd. Bernardo Quintana 40, Calesa, 76020 Santiago de Queretaro, Qro."
Mexico,Montessori Pillos,NOT_FOUND,Queretaro,Santiago de Queretaro,442 238 6000,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Avenida Universidad Num. 27, Alamos 1ra Secc, 76090 Santiago de Queretaro, Qro."
Mexico,Montessori Pinos,NOT_FOUND,Queretaro,Santiago de Queretaro,442 332 7006,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Libertad 300, La Campana, 76100 Santiago de Queretaro, Qro."
Mexico,Pequena comunidad Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 143 4354,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Avenida Universidad 22, San Javier, 76020 Santiago de Queretaro, Qro."
Mexico,Preescolar Colegio Montessori Shanti De Queretaro,NOT_FOUND,Queretaro,Santiago de Queretaro,442 224 3440,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Avenida De Las Artes Num. 59, San Francisquito, 76090 Santiago de Queretaro, Qro."
Mexico,Preescolar Maria Montessori (Retablo),NOT_FOUND,Queretaro,Santiago de Queretaro,442 215 0167,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Avenida Del Retablo Num. 79, El Retablo, 76150 Santiago de Queretaro, Qro."
Mexico,Primaria Colegio Montessori De Queretaro AC,NOT_FOUND,Queretaro,Santiago de Queretaro,442 238 6000,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Ignacio M. de Las Casas 46, Cimatario, 76090 Santiago de Queretaro, Qro."
Mexico,Sapienza Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 467 6043,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Blvrd Jardines de la Hacienda 606, Jardines de la Hacienda, 76180 Santiago de Queretaro, Qro."
Mexico,Sierra Montessori,NOT_FOUND,Queretaro,Santiago de Queretaro,442 326 9180,,Kidstudia - Colegios Montessori en Queretaro (kidstudia.com/escuelas-en/queretaro/montessori),"Address: Colonia El Progreso, 76114 Santiago de Queretaro, Qro."
Chile,Barrie Montessori International School,jardin@barriemontessori.cl,Region Metropolitana,Penalolen/La Reina,,https://www.barriemontessori.cl,WebSearch aggregated results (school websites),School and jardin infantil
Chile,Huelquen Montessori,NOT_FOUND,Region Metropolitana,Lo Barnechea Santiago,(56-2) 22424278,www.huelquen.cl,WebSearch aggregated results (school websites),"Address: Avenida El Rodeo 13798, Lo Barnechea, Santiago. 35 years operating"
Chile,Colegio Andino,NOT_FOUND,Region Metropolitana,Las Condes,,https://www.colegioandino.cl,WebSearch aggregated results (school websites),"Address: Sebastian Elcano 1590, Las Condes"
Chile,Colegio Particular Montessori Talca,NOT_FOUND,Maule,Talca,(71) 274 5300,https://www.montessoritalca.cl,WebSearch aggregated results (school websites),"Address: Av. Ignacio Carrera Pinto 0450, Talca"
Colombia,Escuela Normal Superior Distrital Maria Montessori,escnormalmariamont15@educacionbogota.edu.co,Bogota D.C.,Bogota,3734881,https://escuelanormalmontessori.edu.co,WebSearch aggregated results (school websites),Public institution. Sede A: Calle 14 Sur 14-20; Sede B: Calle 10 Sur 13-27; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Colombia,Montessori British School,admisiones@mbs.edu.co,Bogota D.C.,Bogota,+57 (60)(1) 6528585,https://mbs.edu.co,WebSearch aggregated results (school websites),Bilingual international school. Address: Calle 128 No. 72-80; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Colombia,Colegio Montessori Medellin,admisionesmedellin@montessori.edu.co,Antioquia,Medellin,(604)520 91 50,https://montessori.edu.co,WebSearch aggregated results (school websites),47+ years operating. Address: Calle 20 A Sur 20-55. Second campus in Oriente/Rionegro; PRIOR_CONTACT overlap (domain/email in Montree_Master_Outreach) — verify to:DOMAIN in:sent before drafting
Colombia,Colegio Bilingue Montessori Cali,info@montessoricali.edu.co,Valle del Cauca,Cali,+57 318 2529072,https://www.montessoricali.edu.co,WebSearch aggregated results (school websites),"Address: Carrera 127 #18-240, Barrio Pance. Operating since 1990. Same school as FAMM-sourced Colegio Montessori Cali row - update NOT_FOUND row if deduping"
Colombia,Institucion Educativa Maria Montessori,NOT_FOUND,Antioquia,Medellin,3013067489,https://iemariamontessori.edu.co,WebSearch aggregated results (school websites),Address: Carrera 69a No. 92c-87; secondary Sede Escuela La Union Cra 67 No. 93-75. Public institution
Colombia,Mundo Montessori,NOT_FOUND,Bogota D.C.,Bogota (Usaquen/Chapinero),,https://www.mundomontessori.edu.co,WebSearch aggregated results (school websites),Preschool/initial education near Usaquen and Chapinero
