School,Email,Region,City,Phone,Website,Source,Notes
Tanglewood School,meera.deogun@tanglewoodschool.ca,Ontario,Tanglewood Court Oakville,(905)%20849-3614,,Montessori Canada (CCMA) member directory,
Tender Treasures Montessori School of Woodbridge,leahn_watson@outlook.com,Ontario,Marycroft Avenue Woodbridge,(905)%20264-3129,,Montessori Canada (CCMA) member directory,
Terry Fox Montessori School,alia@tfmontessori.com,Ontario,Eglinton Avenue Mississauga,(416)%20557-3396,,Montessori Canada (CCMA) member directory,
The Children's Montessori Academy,NOT_FOUND,Ontario,King Road Richmond Hill,(905)%20773-1234,,Montessori Canada (CCMA) member directory,no email on listing/site - phone/site available
The Clover School - Annette campus,tdurisin@cloverschool.com,Ontario,Annette Street Toronto,(416)%20781-4449,,Montessori Canada (CCMA) member directory,
The Clover School - High Park campus,tdurisin@cloverschool.com,Ontario,Clendenan Avenue Toronto,(416)%20781-4449,,Montessori Canada (CCMA) member directory,
The Discovery Montessori School,info@discoverymontessori.ca,Ontario,Ninth Line Mississauga,(905)%20824-9246,,Montessori Canada (CCMA) member directory,
The Element High School,carrie@omsmontessori.com,Ontario,Ottawa,(613)%20862-8578,,Montessori Canada (CCMA) member directory,
Tiny Treasure Mississauga Montessori,tonibianchi@rogers.com,Ontario,South Service Road Mississauga,(905)%20271-2600,,Montessori Canada (CCMA) member directory,
Tiny Treasure Montessori School,tinytreasure@rogers.com,Ontario,Burnhamthorpe Road Etobicoke,(416)%20622-6443,,Montessori Canada (CCMA) member directory,
Town Centre Private Schools - Amarillo,info@tcmps.com,Ontario,Amarillo Avenue Markham,(905)%20474-3434,https://www.tcmps.com/,Montessori Canada (CCMA) member directory,
Tree of Life Montessori Academy,NOT_FOUND,Ontario,Finch Ave. West North York,(476)%20640-5100,https://www.treeoflifemontessori.net/,Montessori Canada (CCMA) member directory,junk email artifact removed; phone/site available
Trinity Montessori School,elenaho@trinitymontessori.ca,Ontario,Woodbine Avenue Markham,(905)%20948-8993,,Montessori Canada (CCMA) member directory,
Victoria Square Montessori School,vsschoolhouse@rogers.com,Ontario,Victoria Square Boulevard Markham,(905)%20534-2201,,Montessori Canada (CCMA) member directory,
Waterdown Montessori School,principal@waterdownmontessori.com,Ontario,Snake Road Burlington,(905)%20689-2171,,Montessori Canada (CCMA) member directory,
Waterloo Montessori Kindergarten,info@waterloomontessori.ca,Ontario,King Street South Waterloo,(151)%20956-8777,https://www.waterloomontessori.ca,Montessori Canada (CCMA) member directory,
Waverley Road Montessori School,wrmontessorischool@rogers.com,Ontario,Kingston Road Toronto,(647)%20351-1600,,Montessori Canada (CCMA) member directory,
Westside Montessori School - Dufferin Grove campus,liz@westsideschool.ca,Ontario,Sylvan Avenue Toronto,(647)%20430-5321,,Montessori Canada (CCMA) member directory,
Westside Montessori School - Kensington Market campus,liz@westsideschool.ca,Ontario,Bellevue Avenue Toronto,(647)%20430-5321,,Montessori Canada (CCMA) member directory,
Wheatley School,eda.varalli@wheatleyschool.com,Ontario,Scott Street St. Catharines,(905)%20641-3012,,Montessori Canada (CCMA) member directory,
Whitby Montessori & Elementary School,welcomecentre@whitbymontessori.ca,Ontario,Taunton Road East Whitby,(905)%20430-8201,http://www.whitbymontessori.ca,Montessori Canada (CCMA) member directory,
White Oaks Montessori School - Clarkson campus,principal@woms.ca,Ontario,Clarkson Road North Mississauga,(905)%20278-4454,,Montessori Canada (CCMA) member directory,
White Oaks Montessori School - Main campus,principal@woms.ca,Ontario,Vanier Drive Mississauga,(905)%20278-4454,,Montessori Canada (CCMA) member directory,
White Pines Montessori,agutierrez@whitepinesmontessori.com,Ontario,Doug Leavens Boulevard Mississauga,(905)%20824-8700,,Montessori Canada (CCMA) member directory,
Wishing Well Schools,shobbs@wishingwellschools.com,Ontario,Cochrane Drive Markham,(905)%20470-9751,,Montessori Canada (CCMA) member directory,
York Montessori School,nadia@yorkmontessorischool.com,Ontario,Leslie Street Richmond Hill,(905)%20508-2000,,Montessori Canada (CCMA) member directory,
